LRP01
    1.000132      0.1342817E-02
   0.9960245      0.1957474E-02
   0.9893750      0.2969499E-02
   0.9803872      0.4339365E-02
   0.9698709      0.5923217E-02
   0.9587835      0.7580160E-02
   0.9475582      0.9243152E-02
   0.9363115      0.1088997E-01
   0.9250723      0.1251254E-01
   0.9138514      0.1410347E-01
   0.9026439      0.1565691E-01
   0.8914408      0.1717064E-01
   0.8802320      0.1864479E-01
   0.8690102      0.2008223E-01
   0.8577757      0.2148551E-01
   0.8465292      0.2285662E-01
   0.8352741      0.2419714E-01
   0.8240152      0.2550691E-01
   0.8127525      0.2678558E-01
   0.8014854      0.2803355E-01
   0.7902154      0.2925074E-01
   0.7789409      0.3043706E-01
   0.7676588      0.3159371E-01
   0.7563691      0.3272208E-01
   0.7450726      0.3382306E-01
   0.7337673      0.3489804E-01
   0.7224527      0.3594901E-01
   0.7111310      0.3697733E-01
   0.6998028      0.3798388E-01
   0.6884670      0.3897016E-01
   0.6771251      0.3993762E-01
   0.6657807      0.4088662E-01
   0.6544351      0.4181690E-01
   0.6430878      0.4272852E-01
   0.6317407      0.4362140E-01
   0.6203963      0.4449450E-01
   0.6090542      0.4534658E-01
   0.5977127      0.4617715E-01
   0.5863729      0.4698572E-01
   0.5750370      0.4777097E-01
   0.5637038      0.4853146E-01
   0.5523707      0.4926673E-01
   0.5410382      0.4997657E-01
   0.5297082      0.5065992E-01
   0.5183779      0.5131585E-01
   0.5070419      0.5194522E-01
   0.4957006      0.5254970E-01
   0.4843603      0.5312932E-01
   0.4730238      0.5368244E-01
   0.4616874      0.5420822E-01
   0.4503490      0.5470718E-01
   0.4390136      0.5517905E-01
   0.4276850      0.5562176E-01
   0.4163602      0.5603344E-01
   0.4050356      0.5641387E-01
   0.3937155      0.5676261E-01
   0.3824047      0.5707723E-01
   0.3711005      0.5735512E-01
   0.3597991      0.5759543E-01
   0.3485047      0.5779731E-01
   0.3372228      0.5795779E-01
   0.3259509      0.5807348E-01
   0.3146850      0.5814292E-01
   0.3034305      0.5816460E-01
   0.2921933      0.5813453E-01
   0.2809695      0.5804856E-01
   0.2697567      0.5790473E-01
   0.2585629      0.5770031E-01
   0.2473924      0.5742971E-01
   0.2362393      0.5708828E-01
   0.2251059      0.5667359E-01
   0.2140026      0.5618067E-01
   0.2029283      0.5560235E-01
   0.1918794      0.5493441E-01
   0.1808678      0.5417251E-01
   0.1698985      0.5330801E-01
   0.1589662      0.5233431E-01
   0.1480847      0.5124709E-01
   0.1372679      0.5003636E-01
   0.1265192      0.4869237E-01
   0.1158634      0.4720707E-01
   0.1053206      0.4556424E-01
   0.9490420E-01  0.4374998E-01
   0.8465507E-01  0.4175062E-01
   0.7460264E-01  0.3954503E-01
   0.6479600E-01  0.3711873E-01
   0.5529268E-01  0.3445031E-01
   0.4616051E-01  0.3152977E-01
   0.3751856E-01  0.2836436E-01
   0.2954695E-01  0.2500668E-01
   0.2250906E-01  0.2157828E-01
   0.1665630E-01  0.1827284E-01
   0.1207122E-01  0.1526326E-01
   0.8607730E-02  0.1262341E-01
   0.6023336E-02  0.1032531E-01
   0.4090792E-02  0.8305022E-02
   0.2644809E-02  0.6501846E-02
   0.1577218E-02  0.4864914E-02
   0.8144576E-03  0.3360542E-02
   0.3082285E-03  0.1969125E-02
   0.4089831E-04  0.6775355E-03
   0.2860174E-04 -0.5302146E-03
   0.3448928E-03 -0.1730799E-02
   0.1077847E-02 -0.2860658E-02
   0.2207582E-02 -0.3852420E-02
   0.3692011E-02 -0.4741108E-02
   0.5553777E-02 -0.5590687E-02
   0.7892403E-02 -0.6446675E-02
   0.1089060E-01 -0.7336800E-02
   0.1483721E-01 -0.8282039E-02
   0.2010874E-01 -0.9277904E-02
   0.2701629E-01 -0.1027195E-01
   0.3547642E-01 -0.1115761E-01
   0.4507140E-01 -0.1185069E-01
   0.5533680E-01 -0.1235495E-01
   0.6595275E-01 -0.1268781E-01
   0.7676462E-01 -0.1287436E-01
   0.8770191E-01 -0.1293548E-01
   0.9872617E-01 -0.1289112E-01
   0.1098135     -0.1275434E-01
   0.1209568     -0.1253839E-01
   0.1321400     -0.1225469E-01
   0.1433578     -0.1191053E-01
   0.1546087     -0.1151492E-01
   0.1658817     -0.1107509E-01
   0.1771743     -0.1059526E-01
   0.1884876     -0.1008114E-01
   0.1998120     -0.9537805E-02
   0.2111415     -0.8966754E-02
   0.2224788     -0.8369442E-02
   0.2338218     -0.7748449E-02
   0.2451656     -0.7104639E-02
   0.2565144     -0.6437972E-02
   0.2678751     -0.5750770E-02
   0.2792465     -0.5046782E-02
   0.2906247     -0.4328251E-02
   0.3020129     -0.3596724E-02
   0.3134162     -0.2855513E-02
   0.3248324     -0.2108931E-02
   0.3362555     -0.1359992E-02
   0.3476798     -0.6111346E-03
   0.3590938      0.1337164E-03
   0.3704977      0.8710705E-03
   0.3818969      0.1599271E-02
   0.3932922      0.2317585E-02
   0.4046802      0.3024409E-02
   0.4160607      0.3717351E-02
   0.4274375      0.4394886E-02
   0.4388128      0.5056662E-02
   0.4501844      0.5701927E-02
   0.4615496      0.6328843E-02
   0.4729103      0.6935652E-02
   0.4842700      0.7521675E-02
   0.4956283      0.8086677E-02
   0.5069820      0.8629602E-02
   0.5183306      0.9148614E-02
   0.5296769      0.9642479E-02
   0.5410228      0.1011096E-01
   0.5523665      0.1055365E-01
   0.5637053      0.1096918E-01
   0.5750401      0.1135598E-01
   0.5863740      0.1171332E-01
   0.5977073      0.1204115E-01
   0.6090371      0.1233879E-01
   0.6203619      0.1260468E-01
   0.6316842      0.1283762E-01
   0.6430061      0.1303735E-01
   0.6543260      0.1320367E-01
